Open Date,Close Date,Symbol,Action,Lots,SL,TP,Open Price,Close Price,Pips,Profit,Duration (DD:HH:MM:SS),Change %
10/19/2012 01:49,10/19/2012 03:54,USDCAD,Buy,0.1,0.97966,0,0.98478,0.985,2.2,135.75,00:02:05:00,0.01
10/18/2012 01:36,10/18/2012 05:00,USDCAD,Sell,0.1,0.9835,0,0.97838,0.97764,7.4,551.24,00:03:24:00,0.05
10/15/2012 22:33,10/16/2012 02:39,USDCAD,Sell,0.1,0.98416,0,0.97904,0.98081,-17.7,-1468.32,00:04:06:00,-0.14
10/12/12 22:36,10/15/2012 01:27,USDCAD,Buy,0.1,0.97407,0,0.97919,0.97959,4,237.13,02:02:51:00,0.02
10/10/12 23:18,10/10/12 23:45,USDCAD,Buy,0.1,0.97547,0,0.98059,0.98099,4,279.54,00:00:27:00,0.03
10/03/12 23:56,10/04/12 3:57,USDCAD,Buy,0.1,0.98227,0,0.98739,0.98682,-5.7,-509.49,00:04:01:00,-0.05
09/27/2012 01:31,09/27/2012 03:56,USDCAD,Buy,0.1,0.97937,0,0.98449,0.98448,-0.1,-47.99,00:02:25:00,0
09/12/12 1:51,09/12/12 3:16,USDCAD,Sell,0.1,0.97848,0,0.97336,0.97327,0.9,31.91,00:01:25:00,0
09/11/12 22:39,09/12/12 0:01,USDCAD,Sell,0.1,0.97836,0,0.97324,0.97157,16.7,1280.14,00:01:22:00,0.12
09/10/12 1:34,09/10/12 5:13,USDCAD,Sell,0.1,0.98288,0,0.97776,0.97823,-4.7,-415.51,00:03:39:00,-0.04
09/03/12 23:34,09/04/12 3:37,USDCAD,Sell,0.1,0.99085,0,0.98573,0.98591,-1.8,-197.95,00:04:03:00,-0.02
09/02/12 23:01,09/03/12 0:57,USDCAD,Sell,0.1,0.99258,0,0.98746,0.98606,14,1064.42,00:01:56:00,0.1
08/28/2012 23:05,08/28/2012 23:59,USDCAD,Sell,0.1,0.99313,0,0.98801,0.98779,2.2,135.77,00:00:54:00,0.01
08/27/2012 23:33,08/28/2012 02:04,USDCAD,Buy,0.1,0.98536,0,0.99048,0.99043,-0.5,-94.08,00:02:31:00,-0.01
08/27/2012 01:43,08/27/2012 02:51,USDCAD,Sell,0.1,0.99681,0,0.99169,0.99098,7.1,527.27,00:01:08:00,0.05
08/26/2012 23:00,08/27/2012 01:00,USDCAD,Sell,0.1,0.99705,0,0.99193,0.99107,8.6,632.97,00:02:00:00,0.06
08/20/2012 23:23,08/21/2012 00:00,USDCAD,Sell,0.1,0.9937,0,0.98858,0.98827,3.1,193.54,00:00:37:00,0.02
08/14/2012 22:51,08/15/2012 02:26,USDCAD,Sell,0.1,0.99692,0,0.9918,0.99206,-2.6,-261.87,00:03:35:00,-0.02
08/10/12 1:53,08/10/12 4:22,USDCAD,Sell,0.1,0.99649,0,0.99137,0.99149,-1.2,-135.88,00:02:29:00,-0.01
08/07/12 22:59,08/07/12 23:47,USDCAD,Sell,0.1,1.00253,0,0.99741,0.99667,7.4,551.24,00:00:48:00,0.05
08/03/12 22:30,08/06/12 1:57,USDCAD,Sell,0.1,1.00665,0,1.00153,1.00109,4.4,269.12,02:03:27:00,0.02
07/31/2012 01:32,07/31/2012 01:59,USDCAD,Sell,0.1,1.00712,0,1.002,1.0015,5,359.48,00:00:27:00,0.03
07/24/2012 22:35,07/25/2012 01:16,USDCAD,Buy,0.1,1.01638,0,1.0215,1.02224,7.4,537.02,00:02:41:00,0.05
07/23/2012 22:30,07/23/2012 23:23,USDCAD,Buy,0.1,1.01167,0,1.01679,1.01742,6.3,463.28,00:00:53:00,0.04
07/16/2012 23:36,07/17/2012 03:12,USDCAD,Sell,0.1,1.01991,0,1.01479,1.0148,-0.1,-62.13,00:03:36:00,-0.01
07/10/12 1:32,07/10/12 8:17,USDCAD,Sell,0.1,1.02469,0,1.01957,1.02058,-10.1,-846.96,00:06:45:00,-0.08
07/06/12 22:35,07/09/12 0:59,USDCAD,Buy,0.1,1.01346,0,1.01858,1.0207,21.2,1611.16,02:02:24:00,0.15
06/28/2012 22:30,06/29/2012 01:40,USDCAD,Buy,0.1,1.02927,0,1.03439,1.03342,-9.7,-829.04,00:03:10:00,-0.08
06/27/2012 23:47,06/28/2012 05:33,USDCAD,Buy,0.1,1.02016,0,1.02528,1.02413,-11.5,-972.83,00:05:46:00,-0.09
06/18/2012 23:01,06/19/2012 04:35,USDCAD,Buy,0.1,1.01871,0,1.02383,1.02276,-10.7,-908.92,00:05:34:00,-0.08
06/07/12 22:30,06/08/12 1:03,USDCAD,Sell,0.1,1.03122,0,1.0261,1.02734,-12.4,-1044.86,00:02:33:00,-0.1
05/31/2012 22:30,06/01/12 0:15,USDCAD,Buy,0.1,1.0266,0,1.03172,1.03305,13.3,1008.34,00:01:45:00,0.09
05/29/2012 01:35,05/29/2012 04:39,USDCAD,Sell,0.1,1.02896,0,1.02384,1.02464,-8,-679.18,00:03:04:00,-0.06
05/24/2012 22:30,05/25/2012 02:03,USDCAD,Buy,0.1,1.02231,0,1.02743,1.02661,-8.2,-709.21,00:03:33:00,-0.07
05/23/2012 22:32,05/24/2012 02:26,USDCAD,Buy,0.1,1.01915,0,1.02427,1.02466,3.9,257.42,00:03:54:00,0.02
05/17/2012 01:47,05/17/2012 05:08,USDCAD,Buy,0.1,1.00684,0,1.01196,1.01181,-1.5,-159.83,00:03:21:00,-0.01
05/15/2012 01:51,05/15/2012 03:56,USDCAD,Buy,0.1,0.99749,0,1.00261,1.0026,-0.1,-47.98,00:02:05:00,0
05/09/12 23:54,05/10/12 2:04,USDCAD,Sell,0.1,1.00694,0,1.00182,1.00199,-1.7,-189.96,00:02:10:00,-0.02
05/01/12 22:30,05/02/12 0:59,USDCAD,Sell,0.1,0.99036,0,0.98524,0.98535,-1.1,-142.03,00:02:29:00,-0.01
04/30/2012 23:57,05/01/12 1:54,USDCAD,Buy,0.1,0.98178,0,0.9869,0.98721,3.1,193.51,00:01:57:00,0.02
04/30/2012 22:42,04/30/2012 23:00,USDCAD,Buy,0.1,0.98198,0,0.9871,0.98772,6.2,455.29,00:00:18:00,0.04
04/27/2012 22:49,04/30/2012 01:03,USDCAD,Sell,0.1,0.98643,0,0.98131,0.98048,8.3,580.72,02:02:14:00,0.05
04/20/2012 01:37,04/20/2012 03:29,USDCAD,Buy,0.1,0.98985,0,0.99497,0.99504,0.7,15.92,00:01:52:00,0
04/11/12 23:59,04/12/12 3:45,USDCAD,Buy,0.1,0.99857,0,1.00369,1.00345,-2.4,-245.86,00:03:46:00,-0.02
04/09/12 23:15,04/10/12 1:50,USDCAD,Sell,0.1,1.00186,0,0.99674,0.99689,-1.5,-173.98,00:02:35:00,-0.02
04/09/12 1:56,04/09/12 4:00,USDCAD,Buy,0.1,0.99054,0,0.99566,0.99776,21,1637.6,00:02:04:00,0.15
03/29/2012 01:37,03/29/2012 02:01,USDCAD,Buy,0.1,0.99263,0,0.99775,0.99825,5,359.43,00:00:24:00,0.03
03/22/2012 23:30,03/23/2012 01:30,USDCAD,Buy,0.1,0.99398,0,0.9991,0.99927,1.7,81.66,00:02:00:00,0.01
03/21/2012 23:31,03/22/2012 00:51,USDCAD,Buy,0.1,0.98653,0,0.99165,0.99217,5.2,361.27,00:01:20:00,0.03
03/19/2012 22:47,03/19/2012 23:40,USDCAD,Sell,0.1,0.99255,0,0.98743,0.98669,7.4,551.24,00:00:53:00,0.05
03/15/2012 22:49,03/16/2012 01:00,USDCAD,Sell,0.1,0.99676,0,0.99164,0.99136,2.8,169.57,00:02:11:00,0.02
03/14/2012 23:53,03/15/2012 02:23,USDCAD,Buy,0.1,0.98695,0,0.99207,0.99316,10.9,816.62,00:02:30:00,0.08
03/12/12 23:03,03/13/2012 07:41,USDCAD,Buy,0.1,0.98766,0,0.99278,0.99076,-20.2,-1667.84,00:08:38:00,-0.15
03/08/12 1:44,03/08/12 3:37,USDCAD,Sell,0.1,1.00306,0,0.99794,0.99772,2.2,135.77,00:01:53:00,0.01
02/29/2012 22:32,03/01/12 0:15,USDCAD,Sell,0.1,0.99486,0,0.98974,0.98875,9.9,736.84,00:01:43:00,0.07
02/20/2012 23:58,02/21/2012 00:31,USDCAD,Buy,0.1,0.98795,0,0.99307,0.9936,5.3,369.26,00:00:33:00,0.03
02/16/2012 22:32,02/17/2012 02:05,USDCAD,Sell,0.1,1.00171,0,0.99659,0.99661,-0.2,-70.12,00:03:33:00,-0.01
02/13/2012 22:50,02/14/2012 06:08,USDCAD,Sell,0.1,1.00408,0,0.99896,1.00115,-21.9,-1803.89,00:07:18:00,-0.17
02/09/12 22:30,02/10/12 0:00,USDCAD,Sell,0.1,1.00007,0,0.99495,0.99477,1.8,89.67,00:01:30:00,0.01
02/06/12 1:37,02/06/12 1:43,USDCAD,Sell,0.1,0.99908,0,0.99396,0.99332,6.4,471.34,00:00:06:00,0.04
02/03/12 22:38,02/06/12 0:08,USDCAD,Sell,0.1,0.99903,0,0.99391,0.99319,7.2,492.84,02:01:30:00,0.05
02/02/12 23:25,02/03/12 1:10,USDCAD,Buy,0.1,0.99389,0,0.99901,0.99923,2.2,121.61,00:01:45:00,0.01
01/18/2012 01:58,01/18/2012 03:48,USDCAD,Buy,0.1,1.00978,0,1.0149,1.01532,4.2,295.53,00:01:50:00,0.03
01/12/12 22:56,01/13/2012 00:42,USDCAD,Buy,0.1,1.013,0,1.01812,1.0186,4.8,329.32,00:01:46:00,0.03
01/12/12 1:32,01/12/12 3:32,USDCAD,Buy,0.1,1.01353,0,1.01865,1.01893,2.8,183.68,00:02:00:00,0.02
01/11/12 22:36,01/12/12 1:09,USDCAD,Buy,0.1,1.01392,0,1.01904,1.01918,1.4,57.7,00:02:33:00,0.01
01/11/12 1:55,01/11/12 5:42,USDCAD,Sell,0.1,1.02205,0,1.01693,1.01774,-8.1,-687.17,00:03:47:00,-0.06
01/04/12 1:40,01/04/12 6:37,USDCAD,Sell,0.1,1.01655,0,1.01143,1.01241,-9.8,-822.99,00:04:57:00,-0.08
01/02/12 22:45,01/03/12 4:56,USDCAD,Buy,0.1,1.01407,0,1.01919,1.01608,-31.1,-2538.59,00:06:11:00,-0.23
12/16/2011 22:56,12/19/2011 01:01,USDCAD,Buy,0.1,1.0323,0,1.03742,1.03876,13.4,988.05,02:02:05:00,0.09
12/15/2011 22:54,12/15/2011 23:33,USDCAD,Sell,0.1,1.04105,0,1.03593,1.03455,13.8,1062.58,00:00:39:00,0.1
12/12/11 23:14,12/13/2011 00:00,USDCAD,Buy,0.1,1.0207,0,1.02582,1.02695,11.3,848.57,00:00:46:00,0.08
12/08/11 22:36,12/08/11 22:53,USDCAD,Buy,0.1,1.01329,0,1.01841,1.02238,39.7,3131.48,00:00:17:00,0.29
12/02/11 1:42,12/02/11 2:16,USDCAD,Sell,0.1,1.01933,0,1.01421,1.01376,4.5,319.53,00:00:34:00,0.03
11/21/2011 22:32,11/21/2011 23:28,USDCAD,Buy,0.1,1.03152,0,1.03664,1.03823,15.9,1230.19,00:00:56:00,0.11
11/08/11 1:39,11/08/11 3:07,USDCAD,Sell,0.1,1.01912,0,1.014,1.0132,8,599.18,00:01:28:00,0.06
10/12/11 22:47,10/13/2011 02:16,USDCAD,Sell,0.1,1.02073,0,1.01561,1.01743,-18.2,-1508.27,00:03:29:00,-0.14
10/11/11 1:30,10/11/11 3:32,USDCAD,Sell,0.1,1.03262,0,1.0275,1.02687,6.3,463.36,00:02:02:00,0.04
10/10/11 22:31,10/10/11 22:51,USDCAD,Sell,0.1,1.03402,0,1.0289,1.02737,15.3,1182.42,00:00:20:00,0.11
09/19/2011 22:31,09/20/2011 00:00,USDCAD,Buy,0.1,0.98374,0,0.98886,0.9905,16.4,1255.99,00:01:29:00,0.12
09/16/2011 22:30,09/16/2011 22:46,USDCAD,Sell,0.1,0.98525,0,0.98013,0.97964,4.9,351.5,00:00:16:00,0.03
09/16/2011 01:45,09/16/2011 05:01,USDCAD,Sell,0.1,0.98925,0,0.98413,0.98393,2,119.8,00:03:16:00,0.01
09/14/2011 01:30,09/14/2011 02:00,USDCAD,Sell,0.1,0.99199,0,0.98687,0.98566,12.1,926.75,00:00:30:00,0.09
09/09/11 1:30,09/09/11 2:48,USDCAD,Buy,0.1,0.98318,0,0.9883,0.98951,12.1,926.62,00:01:18:00,0.09
09/05/11 22:30,09/06/11 1:19,USDCAD,Buy,0.1,0.98549,0,0.99061,0.99063,0.2,-38.16,00:02:49:00,0
08/31/2011 23:53,09/01/11 2:10,USDCAD,Buy,0.1,0.97322,0,0.97834,0.97804,-3,-293.8,00:02:17:00,-0.03
08/18/2011 22:31,08/19/2011 00:32,USDCAD,Buy,0.1,0.98423,0,0.98935,0.9906,12.5,944.44,00:02:01:00,0.09
08/16/2011 01:32,08/16/2011 05:02,USDCAD,Sell,0.1,0.98582,0,0.9807,0.98105,-3.5,-319.64,00:03:30:00,-0.03
08/01/11 22:40,08/01/11 23:50,USDCAD,Buy,0.1,0.9502,0,0.95532,0.95679,14.7,1134.32,00:01:10:00,0.11
